program_id,application_system,admission_track,admission_group,choice_code,school_id,school_source_id,school_name_zh,department_name_zh,department_name_clean_zh,department_name_en,department_name_en_source,is_key_industry_program,is_international_foundation_program,source_pdf_page,source_section,notes
personal_application_standard_0023,personal_application_standard,personal_application,,,school_002_國立暨南國際大學,2,國立暨南國際大學,應用材料及光電工程學系(重點產業系所),應用材料及光電工程學系,Department of Applied Materials and Optoelectronic Engineering,draft_glossary_translation,True,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0024,personal_application_standard,personal_application,,,school_002_國立暨南國際大學,2,國立暨南國際大學,科技學院學士班(重點產業系所),科技學院學士班,Bachelor Program in College of Technology,draft_glossary_translation,True,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0025,personal_application_standard,personal_application,,,school_002_國立暨南國際大學,2,國立暨南國際大學,護理學系,護理學系,Department of Nursing,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0026,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,幼兒與家庭科學學系,幼兒與家庭科學學系,Department of Early Childhood and Family Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0027,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,幼兒與家庭科學學系,幼兒與家庭科學學系,Department of Early Childhood and Family Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0028,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,特殊教育學系,特殊教育學系,Department of Special Education,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0029,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,國文學系,國文學系,Department of Chinese Literature,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0030,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,英語學系,英語學系,Department of English,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0031,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,歷史學系,歷史學系,Department of History,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0032,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,地理學系,地理學系,Department of Geography,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0033,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,東亞學系,東亞學系,Department of East Asian Studies,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0034,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,企業管理學系,企業管理學系,Department of Business Administration,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0035,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,設計學系,設計學系,Department of Design,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0036,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,音樂學系,音樂學系,Department of Music,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0037,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,教育心理與輔導學系,教育心理與輔導學系,Department of Education Psychology and Counseling Guidance,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0038,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,臺灣語文學系,臺灣語文學系,Department of Taiwanese Languages and Literature,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0039,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,表演藝術學系,表演藝術學系,Department of Performing Arts,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0040,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,華語文教學系應用華語文學組,華語文教學系應用華語文學組,"Department of Chinese Language Education, Applied Chinese Language Studies Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0041,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,學習科學學士學位學程,學習科學學士學位學程,Bachelor Program in Learning Sciences,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0042,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,教育學院學士班,教育學院學士班,Bachelor Program in College of Education,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0043,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,美術學系繪畫組,美術學系繪畫組,"Department of Fine Arts, Painting Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0044,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,美術學系水墨畫組,美術學系水墨畫組,"Department of Fine Arts, Ink Painting Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0045,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,數學系,數學系,Department of Mathematics,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0046,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,物理學系,物理學系,Department of Physics,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0047,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,化學系,化學系,Department of Chemistry,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0048,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,地球科學系,地球科學系,Department of Earth Science Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0049,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,科技應用與人力資源發展學系,科技應用與人力資源發展學系,Department of Technology Applications and Human Resource Development,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0050,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,圖文傳播學系,圖文傳播學系,Department of Graphic Communication,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0051,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,電機工程學系,電機工程學系,Department of Electrical Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0052,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,資訊工程學系,資訊工程學系,Department of Computer Science and Information Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0053,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,光電工程學士學位學程,光電工程學士學位學程,Bachelor Program in Optoelectronic Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0054,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,車輛與能源工程學士學位學程,車輛與能源工程學士學位學程,Bachelor Program in Vehicle Engineering and Energy Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0055,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,健康促進與衛生教育學系,健康促進與衛生教育學系,Department of Health Promotion and Health Education,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0056,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,體育與運動科學系,體育與運動科學系,Department of Physical Education and Sports Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0057,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,運動競技學系,運動競技學系,Department of Athletic Performance,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0058,personal_application_standard,personal_application,,,school_003_國立臺灣師範大學,3,國立臺灣師範大學,營養科學學士學位學程,營養科學學士學位學程,Bachelor Program in Nutrition Science Studies,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0059,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,管理科學系,管理科學系,Department of Management Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0060,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,外國語文學系,外國語文學系,Department of Foreign Languages and Literatures,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0061,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,人文社會學系,人文社會學系,Department of Humanities and Social Sciences,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0062,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,傳播與科技學系,傳播與科技學系,Department of Communication and Technology,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0063,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,電機工程學系乙組,電機工程學系乙組,"Department of Electrical Engineering, B Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0064,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,資訊工程學系,資訊工程學系,Department of Computer Science and Information Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0065,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,機械工程學系,機械工程學系,Department of Mechanical Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0066,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,土木工程學系,土木工程學系,Department of Civil Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0067,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,工業工程與管理學系,工業工程與管理學系,Department of Industrial Engineering and Management,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0068,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,生物科技學系甲組,生物科技學系甲組,"Department of Biotechnology, A Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0069,personal_application_standard,personal_application,,,school_004_國立陽明交通大學,4,國立陽明交通大學,醫學生物技術暨檢驗學系,醫學生物技術暨檢驗學系,Department of Medical Biotechnology and Laboratory Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0070,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,清華學院國際學士班甲組(華語與專業學科),清華學院國際學士班甲組(華語與專業學科),"Bachelor Program in Tsing Hua College International, Group A (Chinese Language and Specialized Subjects)",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0071,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,藝術學院學士班,藝術學院學士班,Bachelor Program in Arts College,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0072,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,數學系乙組應用數學組,數學系乙組應用數學組,"Department of Mathematics, B Group Applied Mathematics Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0073,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,英語教學系,英語教學系,Department of English Education,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0074,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,藝術與設計學系設計組,藝術與設計學系設計組,"Department of Arts and Design, Design Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0075,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,藝術與設計學系創作組,藝術與設計學系創作組,"Department of Arts and Design, Creative Arts Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0076,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,數學系甲組數學組,數學系甲組數學組,"Department of Mathematics, A Group Mathematics Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0077,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,物理學系物理組,物理學系物理組,"Department of Physics, Physics Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0078,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,物理學系光電物理組,物理學系光電物理組,"Department of Physics, Optoelectronic Physics Group",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0079,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,材料科學工程學系,材料科學工程學系,Department of Materials Science Studies Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0080,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,資訊工程學系,資訊工程學系,Department of Computer Science and Information Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0081,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,電機工程學系,電機工程學系,Department of Electrical Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0082,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,清華學院國際學士班乙組(全英文授課-電機資訊科技、商業管理或工程技術),清華學院國際學士班乙組(全英文授課-電機資訊科技、商業管理或工程技術),"Bachelor Program in Tsing Hua College International, Group B (Taught in English - Electrical Engineering and Information Technology 、 Business Management or Engineering Technology)",draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0083,personal_application_standard,personal_application,,,school_005_國立清華大學,5,國立清華大學,運動科學系,運動科學系,Department of Sports Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0084,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,外國語文學系,外國語文學系,Department of Foreign Languages and Literatures,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0085,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,歷史學系,歷史學系,Department of History,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0086,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,數學系,數學系,Department of Mathematics,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0087,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,物理學系,物理學系,Department of Physics,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0088,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,化學系,化學系,Department of Chemistry,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0089,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,航空太空工程學系,航空太空工程學系,Department of Aeronautics and Astronautics Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0090,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,化學工程學系,化學工程學系,Department of Chemical Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0091,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,資源工程學系,資源工程學系,Department of Resources Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0092,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,材料科學及工程學系,材料科學及工程學系,Department of Materials Science Studies and Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0093,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,土木工程學系,土木工程學系,Department of Civil Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0094,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,水利及海洋工程學系,水利及海洋工程學系,Department of Hydraulic and Ocean Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0095,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,工程科學系,工程科學系,Department of Engineering Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0096,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,系統及船舶機電工程學系,系統及船舶機電工程學系,Department Systems and Marine Mechatronic Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0097,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,測量及空間資訊學系,測量及空間資訊學系,Department of Surveying and Spatial Design Information,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0098,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,生物醫學工程學系,生物醫學工程學系,Department of Biomedical Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0099,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,能源工程國際學士學位學程,能源工程國際學士學位學程,Bachelor Program in Energy Engineering International,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0100,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,生命科學系,生命科學系,Department of Life Sciences Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0101,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,醫學檢驗生物技術學系,醫學檢驗生物技術學系,Department of Medical Laboratory Science and Biotechnology,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0102,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,物理治療學系,物理治療學系,Department of Physical Therapy,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0103,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,生物科技與產業科學系,生物科技與產業科學系,Department of Biotechnology and Industry Industry Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0104,personal_application_standard,personal_application,,,school_006_國立成功大學,6,國立成功大學,公共衛生學系,公共衛生學系,Department of Public Health,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0105,personal_application_standard,personal_application,,,school_008_國立臺灣海洋大學,8,國立臺灣海洋大學,海洋觀光管理學士學位學程,海洋觀光管理學士學位學程,Bachelor Program in Marine Tourism Management,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0106,personal_application_standard,personal_application,,,school_008_國立臺灣海洋大學,8,國立臺灣海洋大學,海洋法政學士學位學程,海洋法政學士學位學程,Bachelor Program in Marine Law Political,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0107,personal_application_standard,personal_application,,,school_008_國立臺灣海洋大學,8,國立臺灣海洋大學,海洋文創設計產業學士學位學程,海洋文創設計產業學士學位學程,Bachelor Program in Marine Literature Creative Design Industry Industry,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0108,personal_application_standard,personal_application,,,school_008_國立臺灣海洋大學,8,國立臺灣海洋大學,海洋經營管理學士學位學程,海洋經營管理學士學位學程,Bachelor Program in Marine Business Management,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0109,personal_application_standard,personal_application,,,school_008_國立臺灣海洋大學,8,國立臺灣海洋大學,商船學系,商船學系,Department of Merchant Marine,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0110,personal_application_standard,personal_application,,,school_008_國立臺灣海洋大學,8,國立臺灣海洋大學,運輸科學系,運輸科學系,Department of Transportation Science,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0111,personal_application_standard,personal_application,,,school_008_國立臺灣海洋大學,8,國立臺灣海洋大學,輪機工程學系,輪機工程學系,Department of Marine Engineering,draft_glossary_translation,False,False,16,附錄二之一 個人申請制招生校系名稱,
personal_application_standard_0112,personal_application_standard,personal_application,,,school_008_國立臺灣海洋大學,8,國立臺灣海洋大學,海洋環境資訊系,海洋環境資訊系,Department of Marine Environment Information,draft_glossary_translation,False,False,17,附錄二之一 個人申請制招生校系名稱,
